Company,Sector,Headquarters,Amount,Funding_Round_Type,Lead_Investors,Year,Month
Kissht,Consumer Internet,Mumbai,"20,00,000",Private Equity,"Endiya Partners, Ventureast",2017,June
Explore Life traveling,Consumer Internet,Bangalore,"5,00,000",Seed Funding,"Mekin Maheshwari, Bharat Vijay, Krish Seshadri, Amar Arsikere",2017,June
Loantap,Consumer Internet,Mumbai,"40,00,000",Private Equity,"Kae Capital, India Quotient, IFMR, and MAS Financial Services Ltd",2017,June
Voxweb,Consumer Internet,Mumbai,"10,00,000",Seed Funding,Undisclosed investors,2017,June
HUG Innovations,Technology,Hyderabad,"50,00,000",Private Equity,"Mohit Srivastav, Kishore Ganji, Venkat Vallabhaneni, Rajeev Menon",2017,June
Flipkart,eCommerce,Bangalore,"7,10,00,000",Private Equity,Naspers,2017,June
V Resorts,Consumer Internet,Noida,"40,00,000",Private Equity,"Seedfund, RB International",2017,June
Stashfin,Consumer Internet,New Delhi,"50,00,000",Private Equity,"Snow Leopard Ventures, Alto Partners",2017,June
Formcept,Consumer Internet,Bangalore,,Private Equity,Gujarat Venture Finance Ltd,2017,June
Spares Hub,eCommerce,Pune,"3,11,000",Seed Funding,"The Chennai Angels, Anthill Scale Ventures, Esvee Technologies Inc, Inc95 Consulting",2017,June
FiTraQ,Consumer Internet,New Delhi,,Seed Funding,"Aparup Sengupta, Devendra Reddy,",2017,June
Rubique,Consumer Internet,Mumbai,"30,00,000",Private Equity,"Kalaari Capital, Udayan Goyal",2017,June
Niki.ai,Consumer Internet,Bangalore,"20,00,000",Private Equity,"SAP.iO, Unilazer Ventures",2017,June
Fitpass,Consumer Internet,New Delhi,"10,00,000",Private Equity,"Abhinav Bindra, Gaurav Marya",2017,June
ZingHR,Technology,Mumbai,,Private Equity,Zeta,2017,June
Tagos Design,Technology,Bangalore,"50,00,000",Private Equity,Undisclosed Investors,2017,June
UrbanClap,Consumer Internet,Gurgaon,"2,10,00,000",Private Equity,"Vy Capital, SAIF Partners, Accel Partner, Bessemer Venture Partners",2017,June
Ace2three,Consumer Internet,Hyderabad,"7,37,00,000",Private Equity,Clairvest Group,2017,May
Power2SME,eCommerce,Gurgaon,"1,00,00,000",Private Equity,International Finance Corporation,2017,May
Innovapptive,Technology,Hyderabad,"15,00,000",Seed Funding,Hyderabad Angels,2017,May
4tigo,Logistics,Bangalore,"1,00,00,000",Private Equity,"Accel Partners, Nandan Nilekani,",2017,May
SMECorner,Consumer Internet,Mumbai,,Private Equity,Dutch government fund,2017,May
ZippServe,Consumer Internet,Bangalore,"3,90,000",Seed Funding,undisclosed investors,2017,May
Ola,Consumer Internet,Bangalore,"10,45,00,000",Private Equity,"Falcon Edge Capital,\\xc2\\xa0 Capital Advisers",2017,May
Sumeru,Technology,Bangalore,"10,00,000",Seed Funding,undisclosed investors,2017,May
Healthians,Consumer Internet,New Delhi,,Private Equity,"Asuka Holdings, YouWeCan Ventures, Beenext, Beenos, M&S Partners",2017,May
HealthMir,Consumer Internet,New Delhi,,Seed Funding,Nimit Panigrahi,2017,May
Uactive,Consumer Internet,Mumbai,,Seed Funding,Hinduja family,2017,May
i-lend,Consumer Internet,Hyderabad,,Seed Funding,50K Ventures,2017,May
Good Methods Global,Technology,Trivandrum,,Private Equity,Accel Partners,2017,May
Balance App,Consumer Internet,Bangalore,"2,33,000",Seed Funding,Rainmatter,2017,May
YepMe,eCommerce,Gurgaon,"7,00,000",Private Equity,"Rainbow Digital Services Pvt. Ltd, ILearnFinance Academy Pvt. Ltd.",2017,May
Nightstay,Consumer Internet,New Delhi,,Seed Funding,"Indian Angels Network, LetsVenture",2017,May
Devourin,Technology,Pune,,Seed Funding,Deepak Nathani,2017,May
MyGreens,Food & Beverage,New Delhi,"10,00,000",Seed Funding,"Ajay Relan, LetsVenture",2017,May
Ace Turtle,Technology,Bangalore,"50,00,000",Private Equity,"Vertex Ventures, C31 Ventures",2017,May
CureFit,Technology,Bangalore,"32,00,000",Private Equity,"Trifecta Capital Advisors LLP, Prathithi Investment Trust, RNT Capital, Gokul Rajaram, Aditya Agarwal, Ruchi Sanghvi & others",2017,May
Curie Labs,Technology,New Delhi,"50,000",Seed Funding,Satoshi Studios,2017,May
Uncanny Vision,Technology,Bangalore,,Seed Funding,Anand Chandrasekaran,2017,May
Anchanto,Technology,Pune,,Private Equity,Luxasia Group,2017,May
Sequretek,Technology,Mumbai,,Private Equity,"GVFL, Unicorn India Ventures",2017,May
Lucideus,Technology,New Delhi,,Seed Funding,"Vellayan Subbiah, Jonathan Boutelle, Rajan Anandan,\\xc2\\xa0 Rahul Chawla, Salil Donde, Amit Ranjan, Govind Rajan & Others",2017,May
Vidooly,Consumer Internet,Noida,"14,00,000",Private Equity,"Times Internet, GVFL",2017,May
Shopclues,eCommerce,Gurgaon,"77,00,000",Private Equity,InnoVen Capital,2017,May
Fourth Ambit,Consumer Internet,Bangalore,"6,00,000",Seed Funding,1Crowd,2017,May
Chymera VR,Technology,Bangalore,,Seed Funding,"Varsha Rao, Surojit Chatterjee, Nirav Choksi & Others",2017,May
Early Salary,Consumer Internet,Pune,"40,00,000",Private Equity,"DG Ventures India, Dewan Housing Finance Corp",2017,May
Book My Diamond,eCommerce,Mumbai,,Seed Funding,Chirag Nikunj Sheth & Others,2017,May
ION Energy,Technology,Mumbai,,Seed Funding,"Aakrit Vaish, Swapan Rajdev, Sushill Jiwarajka",2017,May
Legal Raasta,Consumer Internet,New Delhi,"50,00,000",Private Equity,Impanix Capital,2017,May
Log 9 Materials,Technology,Bangalore,,Seed Funding,GEMs,2017,May
Remit Guru,Consumer Internet,Mumbai,"4,66,000",Private Equity,"Infibeam, CCavenue",2017,May
Aequm,eCommerce,Bangalore,"10,00,000",Seed Funding,undisclosed investors,2017,May
Zapty,Technology,Bangalore,"5,00,000",Seed Funding,IdeaSpring Capital,2017,May
Vernacular.ai,Technology,Bangalore,,Seed Funding,Kstart Capital,2017,May
Niki.ai,Technology,Bangalore,,Private Equity,SAP,2017,May
Telr,Technology,Mumbai,"30,00,000",Private Equity,Innovations East,2017,May
Fynd,eCommerce,Mumbai,"5,00,000",Private Equity,Rocketship,2017,May
Genie,Consumer Internet,Chennai,"2,50,000",Seed Funding,undisclosed investors,2017,May
Paysense,Consumer Internet,Mumbai,"53,00,000",Private Equity,Jungle Ventures,2017,May
The Good Life,ECommerce,Mumbai,"10,00,000",Seed Funding,"Ayesha Takia Azmi, Abu Farhan Azmi",2017,May
PumpKart,eCommerce,Chandigarh,,Seed Funding,Dr. Ritesh Malik,2017,May
Paytm,ECommerce,Bangalore,"1,40,00,00,000",Private Equity,SoftBank Group,2017,May
EzCred,Consumer Internet,Bangalore,"10,00,000",Seed Funding,"Dheeraj Pandey, Rajesh Yohannan, Akash Garg",2017,May
HealthSutra,Food & Beverage,Hyderabad,,Seed Funding,"Ankur Capital, Hyderabad Angels",2017,May
YepMe,eCommerce,New Delhi,,Private Equity,Gokaldas Exports Ltd,2017,May
Delhivery,Logistics,New Delhi,"3,00,00,000",Private Equity,Fosun International,2017,May
ZipGrid,Consumer Internet,Mumbai,"5,00,000",Seed Funding,"JLL, 1Crowd",2017,May
TravelSpice,ECommerce,Hyderabad,,Seed Funding,Eagle10 Ventures,2017,May
Magicpin,Consumer Internet,Gurgaon,"66,00,000",Private Equity,"Lightspeed Venture Partners, Vy Capital,",2017,May
The Print,Consumer Internet,New Delhi,,Seed Funding,"Ratan Tata, Nandan Nilekani, Uday Kotak, Vijay Shekhar Sharma, Kiran Mazumdar-Shaw, Rajiv C Mody",2017,May
Box8,Consumer Internet,Mumbai,"10,00,000",Private Equity,Trifecta Capital,2017,May
GenNext Students,Consumer Internet,Mumbai,"5,80,000",Seed Funding,Undisclosed Investors,2017,May
Aye Finance,Finance,Gurgaon,"80,00,000",Private Equity,Blue Orchard,2017,May
WhatsLoan,Consumer Internet,Bangalore,,Seed Funding,Lahiri Music\\xe2\\x80\\x99s family office,2017,May
Cube Consumer Services,Consumer Internet,Mumbai,,Seed Funding,,2017,May
Nivesh,Consumer Internet,Noida,,Seed Funding,"PV Sahad, Sandeep Shroff, Rahul Gupta",2017,May
Wowflux,Technology,New Delhi,,Seed Funding,Undisclosed Investors,2017,May
Collateral Medical,eCommerce,Mumbai,"35,00,000",Private Equity,Carpediem Capital,2017,May
Loadshare,Logistics,Bangalore,,Seed Funding,Matrix Partners,2017,May
SimpliLend,Consumer Internet,New Delhi,,Seed Funding,Undisclosed Investors,2017,May
Supr Daily,Consumer Internet,Mumbai,"15,00,000",Private Equity,"Soma Capital, Great Oaks Ventures, 122 West Ventures",2017,May
Swiggy,Consumer Internet,Bangalore,"8,00,00,000",Private Equity,"Nasper, Accel India, SAIF Partners, Bessemer Venture Partners, Harmony Partners, Norwest Venture Partners",2017,May
SastaSundar,eCommerce,Kolkata,"50,00,000",Private Equity,Rohto Pharmaceutical,2017,May
Magicpin,Consumer Internet,Gurgaon,"70,00,000",Private Equity,"Lightspeed India Partners, Waterbridge Ventures",2017,May
Cashe,Consumer Internet,Mumbai,"38,00,000",Private Equity,"Mathew Cyriac, Florintree Advisors,",2017,April
Eruditus,Education,Mumbai,"82,00,000",Private Equity,Bertelsmann India,2017,April
TestBook,Consumer Internet,Mumbai,,Private Equity,Matrix Partners India,2017,April
Healthcare at Home,Healthcare,Noida,"4,00,00,000",Private Equity,Quadria Capital Advisors,2017,April
Tyre Express,Technology,Mumbai,,Seed Funding,Rohitash Gupta,2017,April
SmartCoin,Consumer Internet,Bangalore,,Private Equity,Unicorn India Ventures & Others,2017,April
WayCool,Food & Beverage,Chennai,"27,00,000",Private Equity,Aspada Investments,2017,April
Perfios,Technology,Bangalore,"61,00,000",Private Equity,Bessemer Venture Partners,2017,April
Whatfix,Technology,Bangalore,"36,90,000",Private Equity,"Stellaris Venture Partners, Helion Venture Partners, Powerhouse Ventures, Gokul Rajaram, Girish Mathrubootham, Aneesh Reddy, Vispi Daver",2017,April
ElastiRun,Technology,Pune,"70,00,000",Private Equity,"Kalaari Capital, Norwest Venture Partners",2017,April
Trukky,Consumer Internet,Ahmedabad,"5,00,000",Seed Funding,"Keyur Joshi, Pavan Bakeri",2017,April
Konsult App,Consumer Internet,New Delhi,"5,00,000",Seed Funding,"Koen Bouwers, Lomesh Agarwal, Jeroen Mensen, Pablo van den Bosch & Others",2017,April
Credit Sudhaar,Consumer Internet,Mumbai,,Seed Funding,"Deepak Kulkarni, Sandeep Pangal",2017,April
Fingerlix,Consumer Internet,Mumbai,"30,00,000",Private Equity,Zephyr Peacock India,2017,April
DataWeave,Technology,Bangalore,,Private Equity,"FreakOut Group, Blume Ventures, Herb Madan, WaterBridge Ventures",2017,April
Medwell Ventures,Healthcare,Bangalore,"2,10,00,000",Private Equity,"Mahindra Partners, Eight Roads Ventures, F-Prime Capital Partners",2017,April
Mech Mocha,Consumer Internet,Bangalore,"50,00,000",Private Equity,"Accel Partners, Shunwei Capital",2017,April
Startup Buddy,Consumer Internet,Gurgaon,,Seed Funding,"YouWeCan Ventures,",2017,April
QorQI,Healthcare,Noida,,Seed Funding,Paytm,2017,April
Twenty Two Motors,Technology,Gurgaon,,Seed Funding,"Ishwar Singh,Farhaan Shabbir",2017,April
PharmEasy,eCommerce,Mumbai,"1,80,00,000",Private Equity,"Bessemer Venture Partners, Orios Venture Partners, Trifecta Capital,",2017,April
WonderChef,eCommerce,Mumbai,,Private Equity,Labruyere Eberl\\xc3\\xa9,2017,April
FastFox,Consumer Internet,Gurgaon,"46,00,000",Private Equity,"Lightspeed India Partners, Blume Ventures, CyberAgent Ventures, GrowX Ventures, IMJ Investment Partners",2017,April
Omnify,Technology,Bangalore,"1,50,000",Seed Funding,"Rajan Anandan, L.D Sharma, Saurabh Arora",2017,April
Capital Float,Consumer Internet,Bangalore,"23,00,000",Private Equity,Mahindra and Mahindra Financial Services,2017,April
Ninjacart,eCommerce,Bangalore,"55,00,000",Private Equity,"Accel Partners, Nandan Nilekani\\xe2\\x80\\x99s NRJN Trust, Mistletoe, Qualcomm Ventures, M&S Partners",2017,April
MergerWare,Technology,Bangalore,"1,00,000",Seed Funding,Philippe Bouchet,2017,April
Sports Flashes,Consumer Internet,New Delhi,,Seed Funding,"Sushil Kumar, Sandeep Singh",2017,April
Clovia,eCommerce,New Delhi,"40,00,000",Private Equity,"Ivycap Ventures Advisors, Singularity Ventures and Ravi Dhariwal",2017,April
Emiza,Logistics,Mumbai,"45,00,000",Private Equity,"Mayfield, Nishant Rao, Dileep Nath",2017,April
HackerEarth,Consumer Internet,Bangalore,"45,00,000",Private Equity,"DHI Group Inc, Prime Venture Partners, Beenext, Beenos, Digital Garage, BizReach",2017,April
Squadrun,Technology,Noida,"21,00,000",Private Equity,"Blume Ventures, Contrarian Capital, 91springboard, Emergent Ventures, Abstract Ventures, Anthill Ventures, Axilor Ventures",2017,April
Tinmen,Consumer Internet,Hyderabad,,Seed Funding,"MAPE Advisory Group, R Ramaraj, Corvus Ventures",2017,April
ScoutMyTrip,Consumer Internet,Mumbai,,Seed Funding,Z Nation Lab,2017,April
SafetyKart,eCommerce,Gurgaon,,Private Equity,Redcliffe Capital,2017,April
WeAreHolidays,Consumer Internet,Gurgaon,"77,00,000",Private Equity,"Urrshila Kerkar,",2017,April
Ola Cabs,Consumer Internet,Bangalore,"26,00,00,000",Private Equity,SIMI Pacific Pte,2017,April
Myly,Consumer Internet,Jaipur,"3,10,000",Seed Funding,mall Industries Development Bank of India (SIDBI),2017,April
CrediHealth,Consumer Internet,Gurgaon,"15,00,000",Private Equity,"Tolaram Inc, Mountain Pine Capital",2017,April
Navia Life Care,Technology,New Delhi,,Seed Funding,Benori Ventures LLP,2017,April
Raw Pressery,Food & Beverages,Mumbai,,Seed Funding,Jacqueline Fernandez,2017,April
Snackible,Food & Beverages,Mumbai,"1,75,000",Seed Funding,"Nibhrant Shah, Anandbir Singh, Anirudh Sheth, Pratik Singhi, Vikram Mehta, Murali Nair",2017,April
Be U Salons,Consumer Internet,New Delhi,"6,20,000",Seed Funding,"Gaurav Kachru, Sundeep Singh Sahni, Jatin Aneja, Arun Malhotra",2017,April
Simulanis,Consumer Internet,New Delhi,,Seed Funding,Village Capital,2017,April
LendingKart,Consumer Internet,Ahmedabad,"46,50,000",Private Equity,Anicut Capital,2017,April
Innefu Security Consulting,Technology,New Delhi,"20,00,000",Private Equity,IndiaNivesh Venture Capital Fund,2017,April
Whodat,Technology,Bangalore,"6,00,000",Private Equity,Ideaspring Capital,2017,April
Absentia VR,Technology,Bangalore,"12,50,000",Private Equity,Exfinity Venture Partners,2017,April
IOTrek,Technology,New Delhi,"1,55,000",Seed Funding,Undisclosed Investor,2017,April
HolaChef,Consumer Internet,Mumbai,"30,00,000",Private Equity,"SIDBI Venture Capital Ltd, Kalaari Capital",2017,April
Wooplr,eCommerce,Bangalore,,Private Equity,Ankit Nagori,2017,April
Video Ken,Consumer Internet,Bangalore,"10,00,000",Seed Funding,"Ravi Garikipati, Surot Chatterjee, Ashish Agrawal, LG Chandrasekhar, Sashi Reddi",2017,April
Faasos,Food & Beverage,Pune,"63,00,000",Private Equity,"Ligthbox Ventures II, Lightbox Expansion Fund, Sequoia Capital India, RuNet South Asia, RB Investments",2017,April
Oyo Rooms,Consumer Internet,Gurgaon,"25,00,00,000",Private Equity,"SoftBank Vision Fund, Lightspeed Venture Partners, Sequoia Capital India Advisors, Greenoaks Capital Partners",2017,April
Toppr,Consumer Internet,Mumbai,"32,00,000",Private Equity,WGG International,2017,April
Niramai,Healthcare,Bangalore,,Seed Funding,"pi Ventures, Axilor Ventures, 500 Startups, Binny Bansal",2017,April
The Office Pass,Consumer Internet,Gurgaon,"2,45,000",Seed Funding,"Arun Tadanki, Aditya Verma",2017,April
UrbanClap,Consumer Internet,Gurgaon,"31,00,000",Private Equity,Trifecta Capital,2017,April
Awfis,Consumer Internet,Mumbai,"2,00,00,000",Private Equity,Sequoia India,2017,April
Myra,Consumer Internet,Bangalore,,Private Equity,"Times Internet,Matrix Partners",2017,April
Flytxt,Technology,Mumbai,"1,10,00,000",Private Equity,DAH Beteiligungs GmbH,2017,April
Howdy Ventures,Consumer Internet,Chennai,"15,00,000",Seed Funding,S. Xavier Britto,2017,April
StalkBuyLove,eCommerce,New Delhi,"10,00,000",Private Equity,Trifecta Capital,2017,April
ZipGo,Consumer Internet,Bangalore,,Private Equity,"Orios Ventures Partners, Team Builder Ventures, Omidyar Networks",2017,April
Scootsy,Consumer Internet,Mumbai,"36,00,000",Private Equity,"Agnus Capital, Khattar Holdings",2017,April
Autobix,Technology,Pune,,Seed Funding,GardX International,2017,April
eShiksha,Technology,Jaipur,,Seed Funding,Cross Border Angels & Experts,2017,April
iNurture,Consumer Internet,Bangalore,"15,00,000",Private Equity,BlackSoil Capital Pvt. Ltd,2017,April
Sepalika,Consumer Internet,New Delhi,"7,50,000",Seed Funding,Accel Partners,2017,April
Mintwalk,Consumer Internet,Mumbai,,Seed Funding,Poshika Financial Ecosystem,2017,April
Qriyo,Consumer Internet,Jaipur,,Private Equity,NB Ventures,2017,April
Ola,Consumer Internet,Bangalore,"33,00,00,000",Private Equity,SoftBank Group Corp,2017,March
Belong,Consumer Internet,Bangalore,"1,00,00,000",Private Equity,Sequoia Capital India,2017,March
Seenit,Consumer Internet,Kolkata,,Seed Funding,"Calcutta Angels Network (CAN), Augment Ventures",2017,March
Paalak,ECommerce,New Delhi,,Seed Funding,"Vishwadeep Bajaj, Harsh Kundra, Nandkumar Rane, LN Buddharaju, Anupam Tyagi",2017,March
Celes Care,Consumer Internet,Hyderabad,"15,00,000",Private Equity,"Ventureast, Endiya Partners, Eight Roads Ventures, F-Prime Capital Partners",2017,March
Karomi,Technology,Chennai,"5,00,000",Seed Funding,Ideaspring Capital,2017,March
Red Carpet,Consumer Internet,Gurgaon,"25,00,000",Private Equity,Lightspeed Venture Partners,2017,March
Kreate Konnect,Technology,Vadodara,,Seed Funding,Langoor,2017,March
CreditMantri,Consumer Internet,Chennai,"76,00,000",Private Equity,Quona Capital,2017,March
Lets Endorse,Consumer Internet,Bangalore,,Seed Funding,"Chandigarh Angels Network, Social Alpha and other unnamed angel investors",2017,March
Tydy,Technology,Bangalore,"2,75,000",Seed Funding,"Bhupen Shah, Jayesh Parekh, Sanjay Sathe",2017,March
Nactus,Consumer Internet,Jaipur,,Seed Funding,"Sandeep Aggarwal, Gautam Chhaochharia, R Balachandar",2017,March
Oho Shop,Technology,Ahmedabad,"67,00,000",Private Equity,"Bennett, Coleman and Company Ltd",2017,March
Emojifi,Consumer Internet,Hyderabad,,Seed Funding,Undisclosed angel investors,2017,March
Paytm Marketplace,ECommerce,Bangalore,"20,00,00,000",Private Equity,Alibaba,2017,March
iGenetics,Healthcare,Mumbai,"1,95,00,000",Private Equity,CDC Group Plc,2017,March
Juno Clinic,Consumer Internet,Mumbai,"12,00,000",Seed Funding,Atul Nishar,2017,March
Summerlabel,Consumer Internet,Gurgaon,"1,50,000",Seed Funding,"Aneesh Seth, Tushar Mittal",2017,March
PickMe,Consumer Internet,Mumbai,"17,90,000",Private Equity,SIDBI Venture Capital Fund,2017,March
Agrostar,Technology,Pune,"1,00,00,000",Private Equity,Accel Partners,2017,March
Zapr,Technology,Bangalore,"1,00,00,000",Private Equity,Star India Pvt Ltd,2017,March
Data Resolve,Technology,Noida,"10,00,000",Private Equity,IDFC Parampara Early Stage Opportunities Fund,2017,March
Book Servicing,Consumer Internet,New Delhi,"30,000",Seed Funding,National Science and Technology Entrepreneurship Development Board,2017,March
Blowhorn,Consumer Internet,Bangalore,"36,50,000",Private Equity,"IDG Ventures India, Michael & Susan Dell Foundation, Draper Associates, Unitus Seed Fund",2017,March
Rivigo,Logistics,Gurgaon,"1,50,00,000",Private Equity,Private Sector Banks (Debt Funding),2017,March
PipeCandy,Technology,Chennai,"11,00,000",Seed Funding,"IDG ventures, Axilor Ventures, Emergent Ventures, Indian Angel Network",2017,March
Supr Daily,Consumer Internet,Mumbai,"1,20,000",Seed Funding,Y Combinator,2017,March
Parentune,Consumer Internet,Gurgaon,,Private Equity,"Kae Capital, SEGNEL Ventures",2017,March
AppBrowzer,Consumer Internet,Bangalore,"5,00,000",Seed Funding,Deepak Gurnani,2017,March
MagicBricks,Consumer Internet,Mumbai,"45,00,000",Private Equity,Times Internet Ltd,2017,March
PeeBuddy,Healthcare,New Delhi,"4,43,000",Seed Funding,Indian Angel Network,2017,March
iOrderFresh,ECommerce,New Delhi,,Seed Funding,Singapore Angel Network,2017,March
Lavelle Networks,Technology,Bangalore,"6,00,000",Seed Funding,Ideaspring Capital,2017,March
PropertyShare,Consumer Internet,Bangalore,,Seed Funding,"Asuka, Pravega Ventures, BEENEXT",2017,March
MyDermacy,Consumer Internet,New Delhi,,Private Equity,Cyber Carrier,2017,March
LatestOne,eCommerce,Hyderabad,"33,50,000",Private Equity,"Florintree, Mathew Cyriac, Chidambaram Palaniappan, Bharat Sheth",2017,March
Frapperz,Consumer Internet,Kolkata,"1,00,000",Seed Funding,Undisclosed Investor,2017,March
mPaani,Consumer Internet,Mumbai,"13,50,000",Private Equity,"IDG Ventures, Blume Ventures, Saha Fund,",2017,March
ShilpMIS,Technology,Surat,,Seed Funding,"Puneet Gupta, Nimitt Desai & Others",2017,March
POPxo,Consumer Internet,New Delhi,"31,00,000",Private Equity,"GREE Ventures, Kalaari Capital and IDG Ventures India, Summit Media, Atul Goel, and Gurpreet Singh",2017,March
Fitso,Consumer Internet,Gurgaon,"2,00,000",Seed Funding,"Sujeet Kumar, Bhupender Singh, Yashish Dhaiya",2017,March
FarMart,Technology,Gurgaon,,Seed Funding,Indian Angel Network,2017,March
Flipkart,eCommerce,Bangalore,"1,40,00,00,000",Private Equity,"Microsoft, eBay, Tencent Holdings",2017,March
Airpay,Technology,Mumbai,"36,70,000",Private Equity,"Kalaari Capital, Rakesh and Rajesh Jhunjhunwala",2017,March
MyGlamm,Consumer Internet,Mumbai,"53,00,000",Private Equity,L\\xe2\\x80\\x99Occitane,2017,March
The Mons Co.,eCommerce,New Delhi,,Seed Funding,"Shripad Nadkarni, Nandu Nandkishore",2017,March
Haqdarshak,Consumer Internet,Bangalore,"1,91,000",Seed Funding,"Ravi Saxena, Sandeep Raju,",2017,March
Ixigo,Consumer Internet,Gurgaon,"1,50,00,000",Private Equity,"Sequoia Capital, Kinzon Capital",2017,March
Markets and Markets,Technology,Pune,"5,60,00,000",Private Equity,"FTV Capital, Zodius Capital",2017,March
Bizom,Technology,Bangalore,"3,82,000",Seed Funding,Ojas Ventures,2017,March
BabyonBoard,Consumer Internet,Bangalore,,Seed Funding,"Mahavir Sharma, Vishal Jain, Rohit Sethi, Gaurav Luniya",2017,March
Delhivery,Technology,New Delhi,"10,00,00,000",Private Equity,"Carlyle Group, Tiger Global",2017,March
Sport Flashes,Consumer Internet,New Delhi,,Seed Funding,"Vikas Bajaj, Amit Kharbanda,",2017,March
Fynd,ECommerce,Mumbai,"5,00,000",Private Equity,Venture Catalysts,2017,March
Wigzo,Technology,New Delhi,,Private Equity,3one4 capital,2017,March
DoneThing,Consumer Internet,Gurgaon,"3,00,000",Private Equity,Brand Capital,2017,March
Zapyle,ECommerce,Bangalore,,Seed Funding,Undisclosed Investors,2017,March
Ithaka,Consumer Internet,Mumbai,"3,25,000",Seed Funding,"Ankit Gupta, Puneet Motihar",2017,March
perpule,eCommerce,Bangalore,"6,50,000",Seed Funding,KStart Capital,2017,March
Byju\\xe2\\x80\\x99s,Consumer Internet,Bangalore,,Private Equity,Verlinvest,2017,March
Licious,ECommerce,Bangalore,"1,00,00,000",Private Equity,"Mayfield India, 3one4 Capital, Sistema Asia Fund, Neoplux Technology Fund",2017,March
Medinfi,Consumer Internet,Bangalore,"50,000",Seed Funding,"Vinod Martin, Hemant Kaul, Prof. Ram Kumar Kakani & Others",2017,March
Indus OS,Technology,Mumbai,,Private Equity,"JSW Ventures, VenturEast",2017,March
Emflux Motors,Technology,Bangalore,,Seed Funding,"Meher Roy, Nikhil Arora, Meet Kanodia, Krit Sankalp, Nitish Singh, Risabh Gupta",2017,March
Klinic App,Consumer Internet,Gurgaon,,Seed Funding,Om Chaudhry,2017,March
Jhakaas,Consumer Internet,Mumbai,"1,55,000",Seed Funding,"Malini Patel, Stelcore Management Services, Anjani Prasad",2017,March
Oriano Solar,Technology,Mumbai,"30,00,000",Private Equity,Samridhi Fund,2017,March
BigBasket,ECommerce,Bangalore,"70,00,000",Private Equity,Trifecta Capital,2017,March
Rooter,Consumer Internet,New Delhi,,Private Equity,Intex Technologies,2017,March
FalconBrick,Technology,Bangalore,,Seed Funding,"Satveer Thakral, LetsVenture, Mumbai Angels",2017,March
Icertis,Technology,Pune,"2,50,00,000",Private Equity,"B Capital Group, Ignition Partners, Greycroft, e.ventures,\\xc2\\xa0 Eight Roads Ventures",2017,March
Clodura,Technology,Pune,,Seed Funding,Undisclosed Investors,2017,February
Stockroom.io,Consumer Internet,Hyderabad,,Seed Funding,"Satya D Sinha, Gyanendra Singh",2017,February
Capital Float,Consumer Internet,Bangalore,"25,00,000",Private Equity,IFMR Capital Finance,2017,February
iManageMyHotel,Technology,Kolkata,,Seed Funding,Jaarvis Accelerator,2017,February
Inner Hour,Consumer Internet,Mumbai,"4,50,000",Seed Funding,"Batlivala & Karani Securities, Venture Works",2017,February
Travel Triangle,Consumer Internet,Noida,"1,00,00,000",Private Equity,"RB Investments, SAIF Partners, Bessemer Venture Partners",2017,February
Wandertrails,Consumer Internet,Bangalore,"10,00,000",Seed Funding,Earlsfield Capital,2017,February
Zenatix,Technology,Gurgaon,"12,00,000",Private Equity,"pi Ventures, Blume Ventures",2017,February
Cartrade,Consumer Internet,Mumbai,"5,50,00,000",Private Equity,Temasek Holdings,2017,February
MindYourFleet,Technology,Noida,,Seed Funding,"Japan Vyas, Tarun Adlakha",2017,February
Edurev,Consumer Internet,Gurgaon,"40,000",Seed Funding,Facebook FB Start programme,2017,February
Voonik,ECommerce,Bangalore,"60,00,000",Private Equity,"RB Investments, Sequoia Capital",2017,February
1Crowd,Finance,Mumbai,,Seed Funding,Ganesh Natarajan,2017,February
Wooplr,ECommerce,Bangalore,"80,00,000",Private Equity,"Sistema Asia Fund, Amereus Group, Helion Ventures",2017,February
48East,ECommerce,Bangalore,"5,00,000",Private Equity,Al Dhaheri family,2017,February
Redesyn,Consumer Internet,Mumbai,,Seed Funding,ThinQbate,2017,February
Sigtuple,Technology,Bangalore,"58,00,000",Private Equity,"Accel Partners, IDG Ventures, Endiya Partners, pi Ventures, VH Capital, Axilor Partners",2017,February
Flutura,Technology,Bangalore,"75,00,000",Private Equity,"Vertex Ventures, Lumis Partners",2017,February
Wassup,Consumer Internet,Chennai,"32,00,000",Private Equity,Anil Jain & other HNIs,2017,February
Better Mortgage,Consumer Internet,Gurgaon,"1,50,00,000",Private Equity,"Kleiner Perkins, Goldman Sachs, Pine Brook",2017,February
Nurturey,Consumer Internet,New Delhi,"3,30,000",Seed Funding,Mohit Joshi & Others,2017,February
Fyle,Technology,Bangalore,"4,00,000",Seed Funding,Pravega Ventures,2017,February
GoBumpr,Consumer Internet,Chennai,"3,00,000",Seed Funding,"Mahalingam K, Girish Mathrubootham",2017,February
CCAvenue,Consumer Internet,Mumbai,"2,24,00,000",Private Equity,Infibeam,2017,February
Connaizen,Technology,New Delhi,,Seed Funding,Vikram Sud,2017,February
Innov8,Consumer Internet,New Delhi,,Seed Funding,"Vijay Shekhar Sharma, Rajan Anandan, Kunal Shah, Girish Mathrubootham, Punit Soni, Anand Chandrasekaran, Sunil Kalra, Utsav Somani, Vishal Gondal, Vikram Limaye",2017,February
